"State Name";;;;;"Img Process";"Img Process";"Img Process";"Img Process"
5;2026/05/27;10:33:42,606;;Pass;977,92676;1580,15125;980,06122;1569,33337
5;2026/05/27;10:33:42,677;;Pass;1401,90149;1393,44824;1404,22021;1381,08228
5;2026/05/27;10:33:42,748;;Pass;1190,53113;1588,65759;1193,00940;1577,53381
5;2026/05/27;10:33:42,819;;Pass;1841,01184;1752,46497;1842,35815;1740,88306
5;2026/05/27;10:33:42,890;;Pass;1515,32422;1713,25317;1517,55432;1701,62097
5;2026/05/27;10:33:43,044;;Pass;1627,11035;1191,83508;1628,43701;1179,61035
5;2026/05/27;10:33:43,115;;Pass;1515,61572;1611,19580;1517,60388;1599,81665
5;2026/05/27;10:33:43,193;;Pass;1732,05493;1737,58862;1734,57739;1726,19373
5;2026/05/27;10:33:43,271;;Pass;1837,22522;1855,78198;1838,26099;1844,53210
5;2026/05/27;10:33:43,349;;Pass;1741,25549;1204,27100;1743,76270;1192,39014
5;2026/05/27;10:33:43,426;;Pass;1291,29968;1386,01526;1293,41309;1373,76489
5;2026/05/27;10:33:43,502;;Pass;1406,76001;1602,19275;1408,13989;1590,72937
5;2026/05/27;10:33:43,577;;Pass;1623,70398;1724,44897;1625,49219;1713,15674
5;2026/05/27;10:33:43,653;;Pass;1729,33362;1839,74805;1731,88672;1829,17957
5;2026/05/27;10:33:43,730;;Pass;1077,52075;1480,00159;1079,14905;1468,33582
5;2026/05/27;10:33:43,805;;Pass;1083,42517;1583,82703;1085,27600;1572,39819
5;2026/05/27;10:33:43,883;;Pass;1407,87500;1703,79150;1409,53979;1692,58362
5;2026/05/27;10:33:43,961;;Pass;872,13263;1578,17029;874,72546;1567,26514
5;2026/05/27;10:33:44,037;;Pass;1622,40808;1825,34326;1624,29651;1815,09436
5;2026/05/27;10:33:44,114;;Pass;757,96466;1475,31250;759,61273;1464,32422
5;2026/05/27;10:33:44,189;;Pass;1855,22083;1218,96375;1857,16406;1206,46924
5;2026/05/27;10:33:44,268;;Pass;1300,82166;1695,34070;1302,25623;1684,51624
5;2026/05/27;10:33:44,345;;Pass;767,59302;1576,98706;769,35077;1566,53552
5;2026/05/27;10:33:44,423;;Pass;863,89655;1475,17810;866,32306;1464,13013
5;2026/05/27;10:33:44,503;;Pass;970,79553;1477,04065;973,17059;1465,07556
5;2026/05/27;10:33:44,584;;Pass;1515,24646;1812,84094;1517,38818;1801,75220
5;2026/05/27;10:33:44,662;;Pass;1194,74731;1688,29431;1197,60474;1677,58228
5;2026/05/27;10:33:44,744;;Pass;984,67523;1678,37354;986,52893;1667,66980
5;2026/05/27;10:33:44,824;;Pass;1089,82007;1682,37634;1090,55090;1670,88708
5;2026/05/27;10:33:44,907;;Pass;1199,71362;1784,89319;1201,39001;1774,63684
5;2026/05/27;10:33:44,993;;Pass;777,14996;1675,13562;782,89783;1656,07190
5;2026/05/27;10:33:45,076;;Pass;1409,21887;1801,98376;1411,02966;1790,90991
5;2026/05/27;10:33:45,160;;Pass;880,60315;1675,96033;882,63593;1664,79578
5;2026/05/27;10:33:45,243;;Pass;1304,07141;1792,76355;1305,62927;1781,72437
5;2026/05/27;10:33:45,326;;Pass;991,60297;1773,47058;993,49078;1762,47095
5;2026/05/27;10:33:45,411;;Pass;1095,09009;1778,70337;1096,11719;1767,87378
5;2026/05/27;10:33:45,495;;Pass;888,41949;1770,16589;891,75287;1758,15051
