"State Name";;;;;"Img Process";"Img Process";"Img Process";"Img Process"
6;2026/05/27;10:33:59,185;;Pass;1522,70422;1281,36890;1522,76843;1269,07117
6;2026/05/27;10:33:59,259;;Pass;2085,91748;1973,79175;2086,32520;1961,78296
6;2026/05/27;10:33:59,331;;Pass;1869,08887;1844,31104;1870,34338;1831,48523
6;2026/05/27;10:33:59,403;;Pass;1636,90515;1286,67090;1637,89026;1274,36743
6;2026/05/27;10:33:59,476;;Pass;1543,79321;1815,80652;1545,00879;1805,19482
6;2026/05/27;10:33:59,551;;Pass;1195,24365;1382,03540;1195,58130;1370,53198
6;2026/05/27;10:33:59,624;;Pass;1756,04187;1518,02917;1756,64343;1507,68079
6;2026/05/27;10:33:59,697;;Pass;1185,98438;1272,92896;1186,26599;1261,70874
6;2026/05/27;10:33:59,775;;Pass;1867,94128;1945,42407;1868,93689;1934,20972
6;2026/05/27;10:33:59,857;;Pass;1540,25891;1712,20276;1540,50134;1699,85791
6;2026/05/27;10:33:59,935;;Pass;1869,49194;1527,97107;1869,39355;1516,99219
6;2026/05/27;10:34:00,016;;Pass;1331,10913;1803,83569;1333,52490;1792,15564
6;2026/05/27;10:34:00,092;;Pass;1757,85583;1624,98096;1758,34485;1612,73730
6;2026/05/27;10:34:00,169;;Pass;1869,40271;1635,85107;1869,86279;1623,46362
6;2026/05/27;10:34:00,246;;Pass;1752,10596;1293,40869;1752,74072;1280,93433
6;2026/05/27;10:34:00,322;;Pass;1432,66296;1706,03943;1434,42065;1693,85681
6;2026/05/27;10:34:00,401;;Pass;1984,47009;1427,42444;1984,86743;1415,07849
6;2026/05/27;10:34:00,480;;Pass;1869,09131;1415,68787;1869,33093;1403,45020
6;2026/05/27;10:34:00,560;;Pass;1226,18689;1799,75403;1227,25500;1788,98596
6;2026/05/27;10:34:00,640;;Pass;2102,06689;1327,19873;2103,23267;1315,84399
6;2026/05/27;10:34:00,720;;Pass;2098,82788;1552,76135;2099,58740;1541,92053
6;2026/05/27;10:34:00,799;;Pass;1760,02283;1933,83777;1761,15601;1922,28638
6;2026/05/27;10:34:00,879;;Pass;2100,58350;1440,88098;2102,00684;1429,09631
6;2026/05/27;10:34:00,959;;Pass;1008,63336;1696,01013;1009,23352;1685,01917
6;2026/05/27;10:34:01,037;;Pass;1218,83789;1698,40784;1219,75330;1686,69495
6;2026/05/27;10:34:01,115;;Pass;1324,84509;1701,39917;1327,08386;1689,31421
6;2026/05/27;10:34:01,196;;Pass;1113,39282;1696,40369;1114,49475;1684,95178
6;2026/05/27;10:34:01,277;;Pass;1121,66943;1797,05627;1123,05359;1786,36218
6;2026/05/27;10:34:01,355;;Pass;1653,42456;1923,02832;1654,56836;1911,99890
6;2026/05/27;10:34:01,514;;Pass;1984,45886;1313,84900;1984,34705;1302,43604
6;2026/05/27;10:34:01,595;;Pass;1867,96899;1302,58972;1868,23511;1290,26709
6;2026/05/27;10:34:01,677;;Pass;1547,20813;1913,76074;1548,82861;1902,52368
6;2026/05/27;10:34:01,769;;Pass;1441,98047;1906,26074;1442,84045;1895,87781
6;2026/05/27;10:34:01,896;;Pass;1017,82141;1795,95374;1018,95178;1785,12280
6;2026/05/27;10:34:01,977;;Pass;1233,32300;1897,20215;1233,61560;1886,46143
6;2026/05/27;10:34:02,061;;Pass;1337,00159;1901,07874;1338,55505;1889,74475
6;2026/05/27;10:34:02,144;;Pass;1027,17932;1893,16101;1028,36609;1883,34143
6;2026/05/27;10:34:02,228;;Pass;1129,61060;1894,39099;1131,50903;1885,08020
