"State Name";;;;;"Img Process";"Img Process";"Img Process";"Img Process"
2;2026/05/27;10:32:53,994;;Pass;2327,38354;2091,72607;2327,51172;2079,82349
2;2026/05/27;10:32:54,071;;Pass;2220,13208;1646,96375;2220,27881;1635,15027
2;2026/05/27;10:32:54,144;;Pass;1310,16516;1380,85254;1310,88538;1370,75500
2;2026/05/27;10:32:54,220;;Pass;2219,66919;1868,00928;2219,05591;1855,19263
2;2026/05/27;10:32:54,297;;Pass;2332,03174;1882,30981;2331,82471;1869,19092
2;2026/05/27;10:32:54,371;;Pass;1998,65601;1948,41260;1998,55750;1936,22693
2;2026/05/27;10:32:54,447;;Pass;1890,35583;1939,29663;1892,09509;1927,69592
2;2026/05/27;10:32:54,521;;Pass;1876,57300;1508,01917;1876,27539;1497,17236
2;2026/05/27;10:32:54,595;;Pass;2105,71680;1636,18640;2105,49829;1623,73523
2;2026/05/27;10:32:54,674;;Pass;1223,32117;1601,94116;1223,96887;1589,90076
2;2026/05/27;10:32:54,858;;Pass;2219,90527;1759,44946;2220,09790;1749,49817
2;2026/05/27;10:32:55,010;;Pass;1680,88611;2026,73022;1681,39075;2016,13074
2;2026/05/27;10:32:55,088;;Pass;2104,55762;1524,22095;2104,96924;1512,12854
2;2026/05/27;10:32:55,163;;Pass;1420,48926;1379,07556;1420,72095;1368,61646
2;2026/05/27;10:32:55,241;;Pass;1990,10352;1515,70605;1990,00476;1503,86169
2;2026/05/27;10:32:55,317;;Pass;1331,69934;1601,15442;1331,60974;1588,68689
2;2026/05/27;10:32:55,395;;Pass;1782,60608;1931,50366;1784,32336;1920,22913
2;2026/05/27;10:32:55,471;;Pass;1987,22656;1397,03845;1988,29602;1386,24023
2;2026/05/27;10:32:55,548;;Pass;1531,81738;1378,83142;1531,98352;1368,57129
2;2026/05/27;10:32:55,626;;Pass;2335,94897;1660,57544;2335,69775;1648,75598
2;2026/05/27;10:32:55,705;;Pass;1264,33740;2014,11230;1265,19116;2003,43103
2;2026/05/27;10:32:55,782;;Pass;1643,56152;1379,64478;1644,75928;1370,47876
2;2026/05/27;10:32:55,860;;Pass;2333,96558;1772,89697;2333,52759;1762,79382
2;2026/05/27;10:32:55,939;;Pass;1757,58533;1384,98340;1757,56750;1374,02393
2;2026/05/27;10:32:56,020;;Pass;1359,72913;1915,79858;1361,01233;1904,85315
2;2026/05/27;10:32:56,100;;Pass;1255,10339;1915,02234;1260,90295;1896,45984
2;2026/05/27;10:32:56,181;;Pass;1575,90088;2021,32092;1576,83069;2010,91138
2;2026/05/27;10:32:56,256;;Pass;1676,27063;1925,81238;1676,50989;1913,57727
2;2026/05/27;10:32:56,398;;Pass;1465,00977;1917,49438;1464,99231;1905,86426
2;2026/05/27;10:32:56,570;;Pass;1570,03906;1921,09619;1571,21594;1909,22388
2;2026/05/27;10:32:56,630;;Pass;2220,93481;1534,68628;2220,45850;1522,50024
2;2026/05/27;10:32:56,736;;Pass;2337,29712;1546,71033;2337,61206;1534,44775
2;2026/05/27;10:32:56,818;;Pass;1871,55627;1390,06592;1871,73572;1379,63147
2;2026/05/27;10:32:56,902;;Pass;1472,05640;2017,44336;1472,94116;2006,84253
2;2026/05/27;10:32:56,989;;Pass;2338,52100;1427,91956;2338,18457;1417,92969
2;2026/05/27;10:32:57,076;;Pass;2103,30396;1405,69739;2103,44946;1395,04871
2;2026/05/27;10:32:57,170;;Pass;1368,69641;2014,56775;1371,27722;2002,17212
2;2026/05/27;10:32:57,253;;Pass;2220,87744;1415,72888;2220,66089;1405,03210
