"State Name";;;;;"Img Process";"Img Process";"Img Process";"Img Process"
4;2026/05/27;10:33:18,668;;Pass;1239,87854;1480,15674;1240,30396;1467,88098
4;2026/05/27;10:33:18,756;;Pass;1438,76111;1267,69873;1438,61182;1255,18591
4;2026/05/27;10:33:18,826;;Pass;1888,32520;1280,32227;1888,66211;1268,03613
4;2026/05/27;10:33:18,897;;Pass;2340,12793;1847,36304;2340,74976;1835,87390
4;2026/05/27;10:33:18,973;;Pass;1884,02625;1168,56384;1883,36023;1156,42041
4;2026/05/27;10:33:19,047;;Pass;2232,82861;1630,35535;2232,75562;1617,58618
4;2026/05/27;10:33:19,120;;Pass;2231,02563;1733,23975;2231,17163;1721,13281
4;2026/05/27;10:33:19,194;;Pass;2002,89954;1288,01648;2002,69250;1275,83398
4;2026/05/27;10:33:19,265;;Pass;1249,75110;1582,27368;1250,58594;1570,46240
4;2026/05/27;10:33:19,340;;Pass;2346,67334;1643,20386;2346,43579;1630,08521
4;2026/05/27;10:33:19,414;;Pass;2010,05432;1709,54004;2010,65137;1697,15356
4;2026/05/27;10:33:19,487;;Pass;2118,07104;1297,28638;2119,36865;1284,82507
4;2026/05/27;10:33:19,637;;Pass;1464,22192;1581,82544;1464,41943;1570,35620
4;2026/05/27;10:33:19,740;;Pass;1357,66724;1580,24365;1358,73096;1569,70422
4;2026/05/27;10:33:19,814;;Pass;2120,27759;1720,87708;2120,29761;1708,67859
4;2026/05/27;10:33:19,891;;Pass;1903,24976;1798,40857;1903,47302;1787,00098
4;2026/05/27;10:33:19,966;;Pass;2116,98486;1182,12720;2117,14941;1170,73804
4;2026/05/27;10:33:20,043;;Pass;1791,69031;1693,38831;1792,48413;1682,07983
4;2026/05/27;10:33:20,118;;Pass;2011,61536;1808,14917;2011,89697;1796,97205
4;2026/05/27;10:33:20,196;;Pass;1999,84619;1174,66003;1999,13269;1162,60364
4;2026/05/27;10:33:20,273;;Pass;1900,52661;1700,35327;1900,65405;1688,73303
4;2026/05/27;10:33:20,354;;Pass;1684,77808;1687,99597;1684,62524;1676,58472
4;2026/05/27;10:33:20,437;;Pass;2229,70337;1832,46057;2230,22510;1820,53064
4;2026/05/27;10:33:20,519;;Pass;1259,29407;1681,00208;1260,74036;1669,72009
4;2026/05/27;10:33:20,601;;Pass;1365,59399;1680,77588;1366,04980;1669,56506
4;2026/05/27;10:33:20,680;;Pass;1795,50647;1789,84314;1797,76538;1778,26514
4;2026/05/27;10:33:20,760;;Pass;2120,30054;1819,52332;2120,62671;1807,51135
4;2026/05/27;10:33:20,841;;Pass;2236,05225;1191,96313;2235,83301;1180,51025
4;2026/05/27;10:33:20,922;;Pass;2235,20605;1308,13477;2235,10181;1295,50928
4;2026/05/27;10:33:21,005;;Pass;2355,26343;1202,99426;2355,26196;1191,84131
4;2026/05/27;10:33:21,088;;Pass;1577,04846;1684,99207;1579,72791;1670,94995
4;2026/05/27;10:33:21,169;;Pass;2353,28979;1319,75879;2352,52197;1307,22803
4;2026/05/27;10:33:21,253;;Pass;1478,10632;1776,37866;1477,81067;1764,11243
4;2026/05/27;10:33:21,334;;Pass;1268,11877;1775,79431;1269,34546;1765,88220
4;2026/05/27;10:33:21,415;;Pass;1583,27637;1778,97461;1584,42419;1767,50647
4;2026/05/27;10:33:21,497;;Pass;1470,92419;1681,06079;1470,44604;1670,75708
